prev_filename,filename,classtype,xmin,xmax,ymin,ymax
maksssksksss142.png,49.png,with_mask,144,244,110,235
maksssksksss143.png,50.png,with_mask,102,194,200,333
maksssksksss144.png,51.png,with_mask,130,155,19,47
maksssksksss144.png,51.png,with_mask,212,232,56,79
maksssksksss144.png,51.png,with_mask,298,316,60,80
maksssksksss145.png,52.png,mask_weared_incorrect,91,114,89,111
maksssksksss145.png,52.png,mask_weared_incorrect,183,203,102,122
maksssksksss145.png,52.png,without_mask,310,333,96,119
maksssksksss146.png,53.png,with_mask,119,184,122,192
maksssksksss146.png,53.png,with_mask,265,324,90,153
maksssksksss147.png,54.png,without_mask,103,120,9,33
maksssksksss147.png,54.png,with_mask,198,218,15,36
maksssksksss147.png,54.png,with_mask,224,243,89,109
maksssksksss147.png,54.png,with_mask,272,294,33,55
maksssksksss148.png,55.png,with_mask,1,81,20,136
maksssksksss148.png,55.png,without_mask,68,124,95,157
maksssksksss148.png,55.png,without_mask,116,140,104,144
maksssksksss148.png,55.png,with_mask,151,247,89,205
maksssksksss148.png,55.png,without_mask,325,397,77,156
maksssksksss148.png,55.png,with_mask,243,283,120,179
maksssksksss149.png,56.png,with_mask,38,71,98,130
maksssksksss149.png,56.png,with_mask,180,215,103,136
maksssksksss149.png,56.png,with_mask,287,315,53,85
maksssksksss149.png,56.png,with_mask,315,341,57,89
maksssksksss149.png,56.png,with_mask,330,359,104,133
maksssksksss149.png,56.png,with_mask,324,348,180,210
maksssksksss15.png,57.png,with_mask,59,125,144,213
maksssksksss15.png,57.png,with_mask,82,118,330,366
maksssksksss150.png,58.png,with_mask,60,164,136,260
maksssksksss151.png,59.png,without_mask,59,64,131,138
maksssksksss151.png,59.png,with_mask,82,89,127,134
maksssksksss151.png,59.png,with_mask,101,105,142,146
maksssksksss151.png,59.png,with_mask,111,116,132,138
maksssksksss151.png,59.png,with_mask,126,132,131,138
maksssksksss151.png,59.png,with_mask,134,139,134,140
maksssksksss151.png,59.png,with_mask,143,149,134,139
maksssksksss151.png,59.png,mask_weared_incorrect,170,180,142,152
maksssksksss151.png,59.png,with_mask,225,235,105,117
maksssksksss151.png,59.png,with_mask,278,288,100,113
maksssksksss152.png,60.png,with_mask,66,82,25,48
maksssksksss152.png,60.png,with_mask,101,124,41,68
maksssksksss152.png,60.png,with_mask,173,193,34,60
maksssksksss152.png,60.png,with_mask,204,225,75,99
maksssksksss152.png,60.png,with_mask,289,312,25,54
maksssksksss152.png,60.png,with_mask,350,368,17,39
maksssksksss152.png,60.png,with_mask,152,167,50,65
maksssksksss153.png,61.png,with_mask,89,112,21,44
maksssksksss153.png,61.png,without_mask,289,311,21,44
maksssksksss154.png,62.png,without_mask,90,184,200,333
maksssksksss155.png,63.png,with_mask,43,107,108,174
maksssksksss155.png,63.png,with_mask,77,163,53,140
maksssksksss155.png,63.png,with_mask,278,314,92,137
maksssksksss155.png,63.png,with_mask,381,392,97,111
maksssksksss156.png,64.png,with_mask,327,352,33,59
maksssksksss156.png,64.png,with_mask,27,47,47,65
maksssksksss156.png,64.png,with_mask,249,268,43,63
maksssksksss156.png,64.png,with_mask,278,291,73,87
maksssksksss156.png,64.png,mask_weared_incorrect,366,385,70,91
maksssksksss156.png,64.png,mask_weared_incorrect,181,203,40,67
maksssksksss156.png,64.png,mask_weared_incorrect,36,59,63,88
maksssksksss156.png,64.png,without_mask,1,19,45,64
maksssksksss156.png,64.png,without_mask,68,90,68,91
maksssksksss156.png,64.png,without_mask,87,102,55,71
maksssksksss156.png,64.png,without_mask,137,155,58,74
maksssksksss156.png,64.png,without_mask,233,250,50,67
maksssksksss156.png,64.png,without_mask,281,300,33,51
maksssksksss157.png,65.png,with_mask,22,43,78,98
maksssksksss157.png,65.png,without_mask,84,111,61,95
maksssksksss157.png,65.png,with_mask,144,173,78,119
maksssksksss157.png,65.png,with_mask,193,217,71,97
maksssksksss157.png,65.png,with_mask,225,259,43,80
maksssksksss157.png,65.png,with_mask,297,316,62,86
maksssksksss157.png,65.png,with_mask,320,352,40,74
maksssksksss157.png,65.png,with_mask,368,395,75,104
maksssksksss158.png,66.png,with_mask,2,24,56,78
maksssksksss158.png,66.png,with_mask,29,42,70,85
maksssksksss158.png,66.png,with_mask,90,104,55,72
maksssksksss158.png,66.png,with_mask,113,133,52,76
maksssksksss158.png,66.png,with_mask,133,144,60,74
maksssksksss158.png,66.png,with_mask,151,166,70,85
maksssksksss158.png,66.png,with_mask,180,195,70,84
maksssksksss158.png,66.png,with_mask,217,238,78,98
maksssksksss158.png,66.png,with_mask,238,256,52,70
maksssksksss158.png,66.png,with_mask,280,293,59,74
maksssksksss158.png,66.png,with_mask,293,310,56,75
maksssksksss158.png,66.png,with_mask,323,342,82,101
maksssksksss158.png,66.png,with_mask,354,371,64,86
maksssksksss158.png,66.png,with_mask,166,174,68,78
maksssksksss159.png,67.png,with_mask,5,58,114,178
maksssksksss159.png,67.png,with_mask,125,136,82,95
maksssksksss159.png,67.png,with_mask,157,170,82,99
maksssksksss159.png,67.png,with_mask,213,225,65,79
maksssksksss159.png,67.png,with_mask,51,57,89,96
maksssksksss159.png,67.png,with_mask,175,180,80,86
maksssksksss159.png,67.png,with_mask,193,200,79,87
maksssksksss159.png,67.png,with_mask,253,261,75,80
maksssksksss159.png,67.png,with_mask,276,288,75,87
maksssksksss159.png,67.png,with_mask,326,395,32,105
maksssksksss159.png,67.png,without_mask,290,296,66,74
maksssksksss159.png,67.png,with_mask,85,89,86,95
maksssksksss16.png,68.png,with_mask,48,146,227,345
maksssksksss160.png,69.png,with_mask,71,151,82,153
maksssksksss160.png,69.png,with_mask,246,326,107,195
maksssksksss161.png,70.png,without_mask,123,190,227,328
maksssksksss162.png,71.png,with_mask,86,191,181,308
maksssksksss163.png,72.png,with_mask,209,226,108,126
maksssksksss163.png,72.png,with_mask,161,184,124,152
maksssksksss164.png,73.png,with_mask,12,40,47,73
maksssksksss164.png,73.png,with_mask,44,66,51,75
maksssksksss164.png,73.png,with_mask,80,99,42,63
maksssksksss164.png,73.png,without_mask,153,179,39,65
maksssksksss164.png,73.png,without_mask,203,225,35,59
maksssksksss164.png,73.png,with_mask,256,271,45,63
maksssksksss164.png,73.png,with_mask,292,311,58,77
maksssksksss164.png,73.png,with_mask,327,346,64,83
maksssksksss164.png,73.png,with_mask,361,386,37,64
maksssksksss165.png,74.png,with_mask,15,114,111,219
maksssksksss165.png,74.png,with_mask,324,410,135,238
maksssksksss166.png,75.png,with_mask,98,150,1,58
maksssksksss166.png,75.png,with_mask,205,235,115,155
maksssksksss166.png,75.png,with_mask,255,278,141,171
maksssksksss166.png,75.png,with_mask,303,325,180,207
maksssksksss166.png,75.png,with_mask,329,347,195,218
maksssksksss166.png,75.png,with_mask,351,372,204,226
maksssksksss167.png,76.png,with_mask,45,96,69,113
maksssksksss167.png,76.png,with_mask,185,222,113,155
maksssksksss167.png,76.png,with_mask,271,311,32,75
maksssksksss167.png,76.png,with_mask,20,30,90,105
maksssksksss168.png,77.png,without_mask,40,62,74,90
maksssksksss168.png,77.png,with_mask,35,51,116,133
maksssksksss168.png,77.png,with_mask,85,97,79,90
maksssksksss168.png,77.png,with_mask,169,287,66,188
maksssksksss168.png,77.png,without_mask,363,384,51,81
maksssksksss169.png,78.png,with_mask,152,220,262,367
maksssksksss17.png,79.png,with_mask,73,169,179,297
maksssksksss170.png,80.png,with_mask,102,239,54,210
maksssksksss171.png,81.png,with_mask,207,361,122,291
maksssksksss172.png,82.png,without_mask,96,186,233,341
maksssksksss173.png,83.png,with_mask,48,72,94,116
maksssksksss173.png,83.png,mask_weared_incorrect,331,356,77,106
maksssksksss174.png,84.png,with_mask,44,95,63,117
maksssksksss174.png,84.png,with_mask,102,142,60,104
maksssksksss174.png,84.png,with_mask,196,250,44,100
maksssksksss174.png,84.png,with_mask,351,392,54,102
maksssksksss175.png,85.png,with_mask,113,174,61,122
maksssksksss175.png,85.png,with_mask,195,228,50,112
maksssksksss176.png,86.png,with_mask,132,157,55,97
maksssksksss176.png,86.png,with_mask,15,47,68,104
maksssksksss176.png,86.png,with_mask,55,81,47,80
maksssksksss176.png,86.png,with_mask,144,169,95,128
maksssksksss176.png,86.png,with_mask,166,189,66,95
maksssksksss176.png,86.png,with_mask,222,260,47,82
maksssksksss176.png,86.png,with_mask,89,104,60,86
maksssksksss176.png,86.png,mask_weared_incorrect,237,277,86,135
maksssksksss176.png,86.png,without_mask,291,319,79,115
maksssksksss176.png,86.png,without_mask,371,392,63,90
maksssksksss176.png,86.png,without_mask,387,400,59,92
maksssksksss177.png,87.png,with_mask,276,324,76,118
maksssksksss177.png,87.png,with_mask,154,199,147,194
maksssksksss178.png,88.png,with_mask,91,126,41,76
maksssksksss178.png,88.png,without_mask,193,214,86,112
maksssksksss178.png,88.png,without_mask,245,265,90,112
maksssksksss179.png,89.png,with_mask,170,199,26,57
maksssksksss179.png,89.png,with_mask,45,62,57,76
maksssksksss179.png,89.png,without_mask,47,64,81,99
maksssksksss179.png,89.png,without_mask,89,116,53,76
maksssksksss18.png,90.png,with_mask,134,192,86,148
maksssksksss18.png,90.png,with_mask,299,354,159,217
maksssksksss180.png,91.png,with_mask,58,165,182,316
maksssksksss181.png,92.png,with_mask,70,93,58,82
maksssksksss181.png,92.png,with_mask,100,124,57,82
maksssksksss181.png,92.png,without_mask,271,305,43,80
maksssksksss182.png,93.png,without_mask,117,167,48,98
maksssksksss182.png,93.png,with_mask,206,271,49,109
maksssksksss183.png,94.png,with_mask,158,189,63,99
maksssksksss183.png,94.png,with_mask,198,241,56,104
maksssksksss183.png,94.png,without_mask,372,390,108,128
maksssksksss183.png,94.png,without_mask,35,50,109,130
maksssksksss184.png,95.png,with_mask,143,169,44,73
maksssksksss184.png,95.png,with_mask,171,195,37,65
maksssksksss184.png,95.png,with_mask,250,274,25,46
maksssksksss184.png,95.png,with_mask,256,283,49,76
maksssksksss184.png,95.png,with_mask,262,294,116,145
maksssksksss184.png,95.png,with_mask,294,316,43,63
maksssksksss184.png,95.png,with_mask,334,350,38,57
maksssksksss184.png,95.png,with_mask,320,335,40,57
maksssksksss184.png,95.png,with_mask,374,386,47,61
maksssksksss184.png,95.png,with_mask,83,109,11,49
maksssksksss185.png,96.png,with_mask,89,121,139,187
maksssksksss185.png,96.png,with_mask,115,139,112,154
maksssksksss185.png,96.png,with_mask,165,195,102,126
maksssksksss185.png,96.png,with_mask,270,288,69,86
maksssksksss186.png,97.png,with_mask,87,135,56,119
maksssksksss187.png,98.png,with_mask,230,320,97,182
maksssksksss188.png,99.png,with_mask,99,198,205,318
maksssksksss189.png,100.png,without_mask,124,143,48,96
maksssksksss189.png,100.png,without_mask,201,235,89,121
maksssksksss189.png,100.png,with_mask,226,271,15,66
maksssksksss19.png,101.png,without_mask,1,18,45,68
maksssksksss19.png,101.png,with_mask,89,115,38,62
maksssksksss19.png,101.png,without_mask,161,195,20,54
maksssksksss19.png,101.png,with_mask,104,182,104,175
maksssksksss19.png,101.png,with_mask,309,375,77,136
maksssksksss19.png,101.png,without_mask,267,287,14,32
maksssksksss190.png,102.png,with_mask,143,222,75,155
maksssksksss191.png,103.png,with_mask,221,297,82,163
maksssksksss192.png,104.png,with_mask,112,157,40,87
maksssksksss193.png,105.png,with_mask,13,97,175,254
maksssksksss193.png,105.png,with_mask,133,258,56,172
maksssksksss194.png,106.png,with_mask,184,199,69,87
maksssksksss194.png,106.png,without_mask,205,216,67,78
maksssksksss195.png,107.png,with_mask,121,305,145,356
maksssksksss196.png,108.png,with_mask,83,154,250,362
maksssksksss197.png,109.png,with_mask,169,213,84,128
maksssksksss198.png,110.png,with_mask,118,295,19,184
maksssksksss199.png,111.png,with_mask,44,53,143,156
maksssksksss199.png,111.png,mask_weared_incorrect,134,143,118,128
maksssksksss199.png,111.png,with_mask,210,220,101,116
maksssksksss199.png,111.png,with_mask,271,281,127,140
maksssksksss199.png,111.png,with_mask,320,333,113,127
maksssksksss2.png,112.png,with_mask,68,105,42,69
maksssksksss2.png,112.png,with_mask,154,178,47,74
maksssksksss2.png,112.png,with_mask,238,262,34,69
maksssksksss2.png,112.png,mask_weared_incorrect,333,366,31,65
maksssksksss20.png,113.png,with_mask,93,153,60,124
maksssksksss200.png,114.png,with_mask,5,110,185,287
maksssksksss200.png,114.png,with_mask,115,180,130,192
maksssksksss200.png,114.png,with_mask,215,301,94,195
maksssksksss201.png,115.png,with_mask,33,76,82,127
maksssksksss201.png,115.png,with_mask,59,88,64,98
maksssksksss201.png,115.png,with_mask,36,55,40,61
maksssksksss201.png,115.png,with_mask,101,162,70,132
maksssksksss201.png,115.png,with_mask,69,89,29,49
maksssksksss201.png,115.png,with_mask,223,265,91,127
maksssksksss201.png,115.png,with_mask,240,268,28,52
maksssksksss201.png,115.png,with_mask,286,318,56,90
maksssksksss201.png,115.png,with_mask,370,398,36,65
maksssksksss201.png,115.png,with_mask,1,16,45,70
maksssksksss202.png,116.png,with_mask,15,35,158,187
maksssksksss202.png,116.png,with_mask,46,70,126,153
maksssksksss202.png,116.png,with_mask,92,120,99,132
maksssksksss202.png,116.png,with_mask,180,213,127,165
maksssksksss202.png,116.png,with_mask,300,332,135,169
maksssksksss202.png,116.png,with_mask,348,371,154,181
maksssksksss203.png,117.png,with_mask,11,37,28,57
maksssksksss203.png,117.png,with_mask,100,124,42,67
maksssksksss203.png,117.png,with_mask,236,255,48,70
maksssksksss203.png,117.png,with_mask,304,329,42,64
maksssksksss204.png,118.png,with_mask,73,118,133,188
maksssksksss204.png,118.png,with_mask,137,175,103,143
maksssksksss204.png,118.png,with_mask,175,203,96,121
maksssksksss204.png,118.png,with_mask,220,252,91,123
maksssksksss204.png,118.png,with_mask,254,294,101,144
maksssksksss204.png,118.png,with_mask,278,313,51,88
maksssksksss204.png,118.png,with_mask,27,45,113,139
maksssksksss205.png,119.png,with_mask,86,156,244,346
maksssksksss206.png,120.png,with_mask,82,122,75,119
maksssksksss206.png,120.png,with_mask,171,206,67,108
maksssksksss206.png,120.png,with_mask,270,318,35,83
maksssksksss206.png,120.png,with_mask,221,230,86,98
maksssksksss206.png,120.png,with_mask,262,271,81,91
maksssksksss206.png,120.png,mask_weared_incorrect,68,83,98,115
maksssksksss206.png,120.png,without_mask,326,336,83,96
maksssksksss206.png,120.png,without_mask,359,369,83,94
maksssksksss207.png,121.png,with_mask,34,51,87,103
maksssksksss207.png,121.png,with_mask,167,211,91,140
maksssksksss207.png,121.png,with_mask,281,316,95,125
maksssksksss207.png,121.png,with_mask,347,400,87,171
maksssksksss208.png,122.png,with_mask,84,194,82,170
maksssksksss208.png,122.png,with_mask,192,298,71,187
maksssksksss209.png,123.png,without_mask,37,63,50,78
maksssksksss209.png,123.png,without_mask,63,88,79,101
maksssksksss209.png,123.png,without_mask,64,91,112,141
maksssksksss209.png,123.png,without_mask,88,112,44,72
maksssksksss209.png,123.png,without_mask,120,150,99,133
maksssksksss209.png,123.png,with_mask,161,197,102,143
maksssksksss209.png,123.png,without_mask,206,228,51,79
maksssksksss209.png,123.png,without_mask,227,260,124,157
maksssksksss209.png,123.png,without_mask,236,262,91,119
